Sysdig Container CPU Quota Used Percent,Sysdig Container File In IOPS,Sysdig Container Net HTTP Request Count,JMX JVM Heap Used,Sysdig Container Syscall Error Count,Sysdig Program Net Error Count,Sysdig Container Net HTTP Error Count,Sysdig Container Memory Limit Used Percent,Timestamp
1.87,5.4,1,52119585.6,0,0,0,47.23698,1699059540
1.801001,5.2,1,52945339.2,0,0,0,47.23698,1699059550
1.914001,6.2,1,53919777.6,0,0,0,47.371224,1699059560
2.044,6.2,1,54805742.4,0,0,0,47.238282,1699059570
1.939,5.2,1,55692936,0,0,0,47.238282,1699059580
1.994001,6.2,1,56600609.6,0,0,0,47.239063,1699059590
1.929,6.2,1,57541051.2,0,0,0,47.30625,1699059600
1.927,6,1,58397512,0,0,0,47.30625,1699059610
1.889,5.4,1,34482716.8,0,0,0,47.398438,1699059650
2.065,6.2,1,35386704,0,0,0,47.465105,1699059660
1.791,5.2,1,36286595.2,0,0,0,47.398438,1699059670
1.824,6.2,1,37234000,0,0,0,47.398438,1699059680
3.259001,7.2,1,38147408,0,0,0,47.398568,1699059690
4.478,6.4,1,37428468,0,0,0,47.201433,1699059700
1.997,7,1,34468347.2,0,0,0,46.803646,1699059710
1.748,5.8,1,35375760,0,0,0,46.73698,1699059720
2.652,9.2,1,36298700.8,0,0,0,46.870313,1699059730
2.442,10.2,1,37236345.6,0,0,0,46.804558,1699059740
1.960001,6.2,1,38111912,0,0,0,46.738282,1699059750
1.74,5.2,1,39008061.6,0,0,0,46.738282,1699059760
1.685,5.4,1,40026780.8,0,0,0,46.738282,1699059770
1.972,6.2,1,40934454.4,0,0,0,46.804948,1699059780
2.136,6,1,41822057.6,0,0,0,46.80586,1699059790
1.928001,5.4,1,42759632,0,0,0,46.739584,1699059800
1.876001,5.4,1,43603408,0,0,0,46.739584,1699059810
1.881,5.2,1,44558595.2,0,0,0,46.739584,1699059820
2.033,6.6,1,45452342.4,0,0,0,46.873829,1699059830
2.076,6.6,1,46381724.8,0,0,0,46.807553,1699059840
1.844,6,1,47293084.8,0,0,0,46.808464,1699059850
1.997,6.2,1,48181097.6,0,0,0,46.808855,1699059860
2.001001,6.2,1,48992924.8,0,0,0,46.810678,1699059870
1.859,6,1,50004636.8,0,0,0,46.811459,1699059880
1.778,6.2,1,50856604.8,0,0,0,46.811459,1699059890
2.401001,6.2,1,51707753.6,0,0,0,46.879948,1699059900
